item_id,order_id,product_id,quantity,unit_price,discount_percent
938,556,152,2,2091.44,25
939,371,138,1,3989.46,50
940,315,292,-10,3998.58,16
941,18,226,3,152.34,2
942,570,112,6,2510.8,37
943,625,283,2,1952.76,4
944,283,133,8,5227.43,8
945,151,447,4,3745.9,3
946,40,95,4,4138.2,28
947,567,368,10,1444.92,45
948,17,348,5,5085.09,22
949,615,121,9,2163.4,4
950,524,40,9,1498.17,20
951,698,213,10,521.22,27
952,335,311,5,4750.17,21
953,384,241,7,5660.63,18
954,378,23,10,1816.15,9
955,624,109,-10,4867.4,32
956,353,482,9,1367.73,37
957,154,196,1,4599.41,41
958,230,290,2,3070.63,36
959,552,376,9,815.33,33
960,676,269,1,3169.98,20
961,590,151,5,5475.31,21
962,371,119,4,2789.34,47
963,456,376,2,5749.89,26
964,574,259,6,551.02,23
965,460,403,8,2571.22,36
966,251,398,3,5464.67,43
967,621,134,10,4795.55,21
968,419,216,6,3079.65,9
969,203,461,10,1161.5,29
970,429,135,1,4616.51,45
971,130,446,8,301.05,27
972,75,68,1,3137.89,33
973,363,66,7,2473.67,35
974,122,173,4,5394.82,21
975,111,370,10,366.9,47
976,419,323,6,2753.55,27
977,138,376,5,1182.36,49
978,522,43,10,998.31,0
979,691,333,10,2775.81,20
980,603,144,8,5674.13,6
981,350,25,4,3428.37,33
982,437,147,10,2004.52,20
983,43,417,3,5675.81,46
984,285,295,4,5289.54,20
985,170,61,2,1798.27,31
986,174,148,8,5641.31,16
987,238,342,10,1743.91,6
988,521,387,4,1096.23,38
989,553,276,1,4814.05,0
990,27,190,8,1298.53,36
991,534,65,7,5003.12,18
992,123,228,2,5344.39,31
993,141,143,5,4416.64,7
994,228,373,6,538.67,10
995,465,323,9,4439.58,43
996,323,457,2,5555.91,27
997,534,163,2,1223.35,35
998,643,5,1,1550.89,37
999,226,345,7,1254.5,30
1000,192,376,3,3030.69,8
1001,91,487,4,3146.21,46
1002,69,252,-4,3390.65,13
1003,270,315,3,2343.71,37
1004,496,272,4,3975.95,11
1005,300,343,5,2961.85,50
1006,557,247,7,1842.96,14
1007,295,215,2,5819.24,20
1008,119,91,4,2841.94,20
1009,408,361,2,855.54,30
1010,241,15,8,1816.49,32
1011,419,32,4,3417.32,20
1012,422,201,5,4873.28,27
1013,56,138,7,2964.48,14
1014,47,158,6,2741.05,14
1015,549,106,10,4699.36,7
1016,133,310,10,3284.63,46
1017,93,400,1,4257.91,22
1018,51,266,9,1341.73,34
1019,549,203,4,5172.36,14
1020,383,170,5,2539.03,35
1021,37,433,4,218.17,33
1022,497,22,2,1025.98,19
1023,254,18,1,1707.5,7
1024,135,419,7,4469.1,17
1025,517,370,2,4250.59,46
1026,555,310,-7,5521.95,6
1027,199,426,10,3673.58,19
1028,24,155,6,1716.89,12
1029,672,296,2,2881.26,18
1030,417,288,7,1743.49,18
1031,392,9,9,5959.61,46
1032,560,366,7,739.0,14
1033,407,395,10,1469.48,23
1034,659,160,8,2061.37,40
1035,174,107,2,5202.48,31
1036,145,207,10,3737.28,30
1037,581,390,9,1471.34,49
1038,319,380,8,2093.42,9
1039,579,307,1,2498.55,0
1040,576,407,5,2983.49,31
1041,242,165,6,2822.09,30
1042,84,472,9,719.76,44
1043,14,83,2,3167.64,7
1044,117,20,3,5324.47,31
1045,538,250,3,925.21,35
1046,304,61,7,2669.33,18
1047,630,456,5,2292.63,41
1048,536,351,3,1306.32,39
1049,258,242,6,2830.99,21
1050,486,6,3,1974.36,11
1051,6,160,3,4238.64,12
1052,339,49,2,460.54,29
1053,359,326,10,3399.02,14
1054,198,141,6,1776.71,27
1055,377,320,10,4625.23,16
1056,676,104,9,557.11,9
1057,287,92,2,1651.33,6
1058,602,331,3,4619.72,21
1059,607,310,10,1735.7,47
1060,485,108,10,1091.79,50
1061,94,476,4,4839.79,9
1062,1,166,3,558.95,3
1063,451,218,3,4022.57,20
1064,121,124,5,3404.86,24
1065,364,160,7,5048.03,20
1066,620,432,9,1362.01,10
1067,448,287,5,2705.72,44
1068,572,461,5,2668.94,22
1069,375,438,-3,2849.85,42
1070,219,316,6,3402.78,12
1071,11,101,7,2708.28,33
1072,318,169,-4,655.24,23
1073,14,311,5,1710.86,41
1074,408,23,5,5974.85,45
1075,59,498,5,3475.87,1
1076,648,233,8,2992.77,30
1077,40,190,9,270.14,45
1078,182,446,3,5120.56,5
1079,123,29,7,2715.93,45
1080,558,143,1,5902.08,12
1081,341,429,10,4064.75,20
1082,601,370,3,5671.38,33
1083,413,214,1,5042.53,42
1084,514,76,1,4400.85,5
1085,283,312,3,1272.23,32
1086,4,160,7,1715.2,22
1087,582,429,2,4208.12,36
1088,93,94,8,4404.35,11
1089,21,393,6,1099.08,0
1090,472,42,4,5275.47,15
1091,658,483,5,5418.73,12
1092,389,362,3,1793.75,17
1093,424,116,3,5028.12,17
1094,303,133,4,4215.59,16
1095,593,187,2,2158.27,41
1096,647,352,9,5007.21,2
1097,551,292,10,1342.91,44
1098,699,408,7,1803.27,21
1099,276,47,9,3128.31,13
1100,268,17,5,5539.32,33
1101,479,301,3,2005.65,36
1102,35,166,7,4237.6,40
1103,9,82,6,2586.31,21
1104,103,96,6,5487.58,19
1105,191,386,3,228.32,39
1106,446,375,8,2456.07,15
1107,616,173,5,2947.09,25
1108,240,391,5,5615.05,32
1109,276,489,2,3507.18,37
1110,171,473,1,1873.44,38
1111,582,385,9,923.34,42
1112,56,497,6,633.35,50
1113,470,203,3,1075.52,0
1114,177,155,3,1914.41,11
1115,448,47,4,4372.39,9
1116,384,3,9,2916.33,22
1117,404,358,2,1353.7,30
1118,249,391,7,5510.0,24
1119,137,205,3,4662.24,18
1120,547,37,7,2146.52,42
1121,624,92,-10,4630.28,23
1122,2,313,6,3635.1,25
1123,142,256,2,1209.03,13
1124,348,197,5,3958.87,27
1125,397,346,3,4945.52,2
1126,432,92,5,1064.9,43
1127,477,413,9,587.58,43
1128,415,412,2,4860.8,10
1129,520,197,6,4149.16,0
1130,687,206,8,2592.5,3
1131,650,60,5,3661.45,28
1132,485,365,9,2076.87,34
1133,184,218,6,3237.1,24
1134,346,486,2,5611.64,37
1135,630,373,5,5246.01,27
1136,41,63,1,5220.59,29
1137,614,352,6,2278.85,27
1138,25,278,6,1676.69,18
1139,458,167,6,1856.33,2
1140,38,273,10,4458.21,15
1141,97,65,3,4388.05,40
1142,282,177,8,5833.93,44
1143,537,292,10,2804.68,4
1144,151,312,6,5863.38,40
1145,81,173,2,5571.9,47
1146,23,95,5,5707.12,16
1147,444,495,2,786.91,12
1148,311,316,10,3132.83,50
1149,51,192,4,3482.68,13
1150,191,142,7,3059.22,2
1151,186,348,10,1780.98,0
1152,425,337,7,865.62,17
1153,651,163,8,673.17,14
1154,227,33,1,3707.18,46
1155,603,216,10,3845.16,21
1156,572,7,9,2123.41,20
1157,156,237,6,5140.7,31
1158,175,345,4,2401.36,25
1159,586,496,1,563.79,31
1160,86,107,9,4513.26,33
1161,323,232,6,4079.56,1
1162,171,320,3,2174.6,27
1163,24,385,7,5842.81,35
1164,385,472,8,3271.8,24
1165,127,50,10,2434.92,13
1166,183,443,2,1038.79,49
1167,361,385,7,1384.74,38
1168,372,323,5,723.27,43
1169,546,201,6,1428.09,25
1170,294,423,8,5554.85,10
1171,4,273,3,4996.21,48
1172,700,465,8,680.11,37
1173,421,97,7,3854.86,39
1174,635,258,4,5993.57,38
1175,24,167,10,3697.89,10
1176,94,488,10,2284.75,47
1177,670,200,10,3357.14,12
1178,246,90,3,2885.8,45
1179,301,34,4,5377.23,13
1180,251,351,10,3659.17,15
1181,513,329,3,755.83,38
1182,164,126,6,2827.05,4
1183,699,347,1,2497.45,33
1184,73,401,8,2560.83,16
1185,622,332,9,5936.33,45
1186,62,150,1,4888.81,46
1187,524,323,1,3932.82,27
1188,269,389,2,4968.85,48
1189,376,212,2,3973.57,9
1190,216,136,4,673.04,41
1191,504,386,2,1543.9,16
1192,456,170,6,4745.51,44
1193,609,19,5,4591.8,9
1194,227,451,9,2288.02,23
1195,163,291,5,3839.98,30
1196,159,381,8,4850.67,8
1197,394,132,3,3856.9,1
1198,152,300,4,171.19,23
1199,530,208,9,2914.15,10
1200,602,437,6,3056.46,33
